,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-2-2-2-1-1-1-1-0-3,7.8434600830078125,2.469877243041992,10.855732409159343,2.1984815915425617,13.054214000701904
