,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-0-1-2-2-1-1-1-0-2,5.839983940124512,2.499088764190674,7.54081538915634,3.2714818954467773,10.812297284603117
