,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-2-1-2-1-0-2-1-0-1,5.909066200256348,2.340711832046509,6.6083367705345175,7.160793524980545,13.769130295515062
