,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-2-2-2-1-1-1-1-0-3,14.699146270751953,2.5739834308624268,27.43463338375092,2.196340613365173,29.630973997116094
