,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-2-2-2-1-0-1-1-0-1,5.905842304229736,3.012726068496704,11.102258133888245,2.2047545194625853,13.307012653350831
