,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-2-2-2-1-0-1-1-0-1,16.50538444519043,2.618231773376465,31.015709291185647,2.6658147232873097,33.681524014472956
