,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-1-1-2-1-0-2-1-0-2,28.43347930908203,2.302419424057007,40.58073379993439,5.987352437973023,46.568086237907416
