,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-1-1-2-1-0-2-1-0-2,42.71971893310547,2.554253578186035,59.81685279096876,7.628484518187388,67.44533730915614
