,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-0-1-2-2-1-1-1-0-2,22.2999324798584,2.9442062377929688,32.416613668203354,3.4964044749736787,35.913018143177034
