,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-1-2-1-0-2-1-0-1,11.498188972473145,2.365152359008789,13.44319800933202,2.3854371905326843,15.828635199864705
