,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-1-1-2-1-0-2-1-0-2,4.764719486236572,2.7747809886932373,13.538074350357055,3.194045400619507,16.732119750976562
