,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-1-2-1-0-2-1-0-1,13.132609367370605,2.5860345363616943,13.44319800933202,2.3854371905326843,15.828635199864705
