,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-1-1-2-1-0-2-2-0-1,20.864347457885742,2.9703736305236816,23.274834503067865,6.1410768932766375,29.4159113963445
