,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-0-2-2-1-1-1-0-2,19.316499710083008,3.936583995819092,28.81044899395534,2.553397703170776,31.363846697126117
