,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-2-2-2-1-0-1-1-0-1,3.298419952392578,2.8186988830566406,4.7776189088821415,2.305455112457276,7.083074021339417
