,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-1-2-1-0-2-1-0-1,4.439852237701416,2.4783358573913574,4.976236891746521,2.3998547474543255,7.376091639200847
