,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,1-2-1-2-1-0-2-1-0-1,4.059279441833496,2.4267995357513428,3.4618595957756044,4.5405854940414425,8.002445089817048
