,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-0-2-2-2-1-1-1-0-1,22.231407165527344,2.2374038696289062,40.18687669171227,2.9203813234965006,43.10725801520877
