,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-1-2-1-0-2-1-0-1,20.88910484313965,2.706387519836426,23.319177879227535,2.355259641011556,25.674437520239092
