,placement,waferLatency,faultLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-1-1-2-1-0-2-1-0-1,15.549500465393066,2.754054546356201,16.673343590327672,2.3766633204051426,19.050006910732815
