,placement,waferPreLatency,faultPreLatency,waferTrueLatency,faultTrueLatency,totalTrueLatency
0,2-0-2-2-2-1-1-1-0-1,6.125635623931885,2.2887096405029297,14.721012490987778,2.9604308784008024,17.68144336938858
