,serviceName,deviceName,latency
0,fault-losso,edge1,0.6071026930507213
1,fault-knn,edge1,0.6064438885729372
2,fault-svm,edge1,0.6122865831295934
3,fault-xgboost,edge2,0.6494620310660435
4,fault-ensemble,edge2,0.6468012528815202
5,wafer-auto,edge0,0.008503379469458722
6,wafer-statis,edge1,0.0220231121136365
7,wafer-cnn,edge1,0.004960244404676373
8,wafer-svm,edge0,0.012410223704430979
9,wafer-ensemble,edge2,0.00954987345502241
