,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,2.7415056228637695,1.2996928691864014
1,edge2,fault-knn,1.4948002099990845,1.4042415618896484
2,edge2,fault-svm,1.346775770187378,1.346775770187378
3,edge2,fault-xgboost,1.3081344366073608,1.3081344366073608
4,edge1,fault-ensemble,10.98589038848877,2.4551548957824707
5,edge1,wafer-auto,0.7853386402130127,0.7488382458686829
6,edge1,wafer-statis,3.484414577484131,3.9620139598846436
7,edge1,wafer-cnn,0.5635571479797363,0.5635571479797363
8,edge0,wafer-svm,1.721145510673523,1.721145510673523
9,cloud,wafer-ensemble,3.696031332015991,3.696031332015991
