,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,2.9893076419830322,1.1777904033660889
1,edge1,wafer-statis,18.99558448791504,14.793484687805176
2,edge1,wafer-cnn,1.2120940685272217,1.5125770568847656
3,edge0,wafer-svm,5.589236736297607,6.276424884796143
4,edge1,wafer-ensemble,13.059022903442383,13.059022903442383
5,edge2,fault-losso,11.623286247253418,2.6285810470581055
6,edge2,fault-knn,1.36788010597229,0.8830153942108154
7,edge2,fault-svm,0.865242600440979,0.865242600440979
8,edge2,fault-xgboost,0.8523303866386414,0.8523303866386414
9,cloud,fault-ensemble,36.458351135253906,36.458351135253906
