,deviceName,microserviceName,tempLatency,finallyLatency
0,edge0,wafer-auto,16.86568260192871,16.86568260192871
1,edge2,wafer-statis,17.475868225097656,17.68854522705078
2,edge1,wafer-cnn,24.950387954711914,43.37485122680664
3,edge0,wafer-svm,12.137191772460938,9.83188247680664
4,edge2,wafer-ensemble,3.6549758911132812,4.764719486236572
5,edge1,fault-losso,3.1209442615509033,2.0746514797210693
6,edge1,fault-knn,1.7319217920303345,0.8723295331001282
7,edge1,fault-svm,1.4354084730148315,0.8723295331001282
8,edge2,fault-xgboost,13.371383666992188,10.898160934448242
9,edge1,fault-ensemble,2.7747809886932373,2.7747809886932373
