,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,7.473816871643066,7.543086051940918
1,edge0,wafer-auto,18.21942138671875,18.21942138671875
2,edge2,wafer-statis,15.06408977508545,15.06408977508545
3,edge1,fault-knn,2.9243454933166504,0.7717065811157227
4,edge1,fault-svm,6.094262599945068,0.4499939978122711
5,edge2,fault-xgboost,5.298544406890869,5.298544406890869
6,edge1,wafer-cnn,24.588911056518555,-0.7623333930969238
7,edge0,wafer-svm,3.0514841079711914,3.0514841079711914
8,edge1,fault-ensemble,2.4864683151245117,2.4714982509613037
9,edge1,wafer-ensemble,3.880892753601074,3.880892753601074
