,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,3.7436294555664062,7.3325605392456055
1,edge0,wafer-auto,22.940500259399414,22.940500259399414
2,edge2,wafer-statis,16.710609436035156,16.710609436035156
3,edge1,fault-knn,15.935169219970703,13.872201919555664
4,edge1,fault-svm,13.787236213684082,16.11367416381836
5,edge2,fault-xgboost,20.03817367553711,20.03817367553711
6,edge1,wafer-cnn,56.190696716308594,25.139135360717773
7,edge0,wafer-svm,33.039886474609375,33.039886474609375
8,edge1,fault-ensemble,3.506868839263916,3.668753147125244
9,edge1,wafer-ensemble,19.55327606201172,19.55327606201172
