,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,4.209277153015137,0.9344357252120972
1,edge2,fault-knn,2.3095850944519043,0.9044049978256226
2,edge2,fault-svm,0.8447825908660889,0.8447825908660889
3,edge2,fault-xgboost,0.809139609336853,0.809139609336853
4,edge1,fault-ensemble,45.08824920654297,1.919175624847412
5,edge1,wafer-auto,8.844342231750488,7.064091682434082
6,edge1,wafer-statis,14.746672630310059,14.60385513305664
7,edge1,wafer-cnn,8.102981567382812,8.102981567382812
8,edge0,wafer-svm,9.068467140197754,9.068467140197754
9,cloud,wafer-ensemble,18.8516902923584,18.8516902923584
