,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,4.209277153015137,4.905788898468018
1,edge0,wafer-auto,9.30281925201416,9.30281925201416
2,edge2,wafer-statis,7.293729305267334,7.293729305267334
3,edge1,fault-knn,3.369046688079834,3.5910613536834717
4,edge1,fault-svm,3.4086008071899414,3.55911922454834
5,edge2,fault-xgboost,2.6564412117004395,2.6564412117004395
6,edge1,wafer-cnn,8.908806800842285,8.826252937316895
7,edge0,wafer-svm,4.64854621887207,4.64854621887207
8,edge1,fault-ensemble,4.317252159118652,2.5860345363616943
9,edge1,wafer-ensemble,13.132609367370605,13.132609367370605
