,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,3.6879184246063232,4.992931842803955
1,edge1,fault-knn,2.116528034210205,2.666264772415161
2,edge1,fault-svm,2.441586971282959,2.666264772415161
3,edge2,fault-xgboost,3.2890632152557373,3.501976728439331
4,edge1,fault-ensemble,3.5134642124176025,2.093374252319336
5,edge1,wafer-auto,6.6204423904418945,6.7479658126831055
6,edge1,wafer-statis,10.920112609863281,10.920112609863281
7,edge2,wafer-cnn,11.056038856506348,11.056038856506348
8,edge0,wafer-svm,23.213510513305664,23.213510513305664
9,cloud,wafer-ensemble,15.002092361450195,15.002092361450195
