,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,7.353073596954346,6.849001407623291
1,edge2,wafer-statis,7.458808898925781,6.791667938232422
2,edge2,wafer-cnn,6.505046367645264,7.50418758392334
3,edge0,wafer-svm,7.232764720916748,7.232764720916748
4,edge1,wafer-ensemble,16.266616821289062,14.704808235168457
5,edge1,fault-losso,8.240907669067383,7.594384670257568
6,edge1,fault-knn,2.998267650604248,1.1885528564453125
7,edge1,fault-svm,1.074822187423706,1.074822187423706
8,edge2,fault-xgboost,1.135369062423706,1.135369062423706
9,cloud,fault-ensemble,44.48679733276367,44.48679733276367
