,serviceName,deviceName,latency
0,fault-losso,edge1,0.6068398396933452
1,fault-knn,edge1,0.605080952661373
2,fault-svm,edge1,0.6113952732614079
3,fault-xgboost,edge2,0.6490790874007559
4,fault-ensemble,edge2,0.646112973379007
5,wafer-auto,edge0,0.007810232002335091
6,wafer-statis,edge1,0.021940963647315355
7,wafer-cnn,edge1,0.003821120432644377
8,wafer-svm,edge0,0.009336622246656842
9,wafer-ensemble,edge2,0.006194533068459414
