,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,1.246218204498291,2.03324294090271
1,edge0,wafer-auto,13.86430835723877,13.86430835723877
2,edge2,wafer-statis,4.792862415313721,4.792862415313721
3,edge1,fault-knn,11.548826217651367,1.895615816116333
4,edge1,fault-svm,2.3072280883789062,1.895615816116333
5,edge2,fault-xgboost,1.2255486249923706,1.2255486249923706
6,edge1,wafer-cnn,54.84528350830078,41.85554504394531
7,edge0,wafer-svm,20.641860961914062,20.641860961914062
8,edge1,fault-ensemble,2.556746244430542,2.6934781074523926
9,edge1,wafer-ensemble,3.49916410446167,3.49916410446167
