,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,6.079756736755371,2.9321608543395996
1,edge1,wafer-auto,1.2775354385375977,1.1136369705200195
2,edge2,wafer-statis,4.022076606750488,4.022076606750488
3,edge1,fault-knn,1.5858700275421143,1.422187328338623
4,edge1,fault-svm,1.3696174621582031,1.4000461101531982
5,edge2,fault-xgboost,1.3063138723373413,1.3063138723373413
6,edge1,wafer-cnn,1.5767574310302734,1.9052139520645142
7,edge0,wafer-svm,2.477351188659668,2.477351188659668
8,edge1,fault-ensemble,2.470688819885254,2.470688819885254
9,cloud,wafer-ensemble,6.593330383300781,6.593330383300781
