,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,2.7415056228637695,1.562059998512268
1,edge1,wafer-auto,0.915465235710144,0.6849184036254883
2,edge2,wafer-statis,1.8724110126495361,1.8724110126495361
3,edge1,fault-knn,2.1406965255737305,1.7415525913238525
4,edge1,fault-svm,1.686335802078247,1.6813817024230957
5,edge2,fault-xgboost,1.5090856552124023,1.5090856552124023
6,edge1,wafer-cnn,0.5284414887428284,0.5518572926521301
7,edge0,wafer-svm,1.5846751928329468,1.5846751928329468
8,edge1,fault-ensemble,2.4098360538482666,2.4098360538482666
9,cloud,wafer-ensemble,4.506574630737305,4.506574630737305
