,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,6.0586371421813965,1.3901188373565674
1,edge0,wafer-auto,9.781085014343262,9.781085014343262
2,edge2,wafer-statis,10.042211532592773,10.042211532592773
3,edge1,fault-knn,2.5916824340820312,3.385056495666504
4,edge1,fault-svm,6.810553550720215,3.385056495666504
5,edge2,fault-xgboost,2.0283565521240234,2.0283565521240234
6,edge1,wafer-cnn,68.33257293701172,22.962610244750977
7,edge0,wafer-svm,29.326061248779297,29.326061248779297
8,edge1,fault-ensemble,2.6452319622039795,2.4783358573913574
9,edge1,wafer-ensemble,4.439852237701416,4.439852237701416
