,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,19.03143310546875,23.4307804107666
1,edge1,wafer-statis,10.67205810546875,24.336750030517578
2,edge0,wafer-cnn,23.240541458129883,35.65229034423828
3,edge0,wafer-svm,21.918821334838867,32.415550231933594
4,edge1,wafer-ensemble,22.76801872253418,22.216176986694336
5,edge2,fault-losso,25.118459701538086,26.073963165283203
6,edge2,fault-knn,7.988531112670898,17.21401023864746
7,edge1,fault-svm,12.270541191101074,18.86473846435547
8,edge2,fault-xgboost,7.182382106781006,16.821453094482422
9,edge2,fault-ensemble,2.260188102722168,2.260188102722168
