,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,2.384819984436035,2.042062282562256
1,edge0,fault-knn,9.391093254089355,6.87060022354126
2,edge2,fault-svm,10.210556983947754,10.728433609008789
3,edge2,fault-xgboost,10.210556983947754,10.728433609008789
4,edge2,fault-ensemble,2.2887096405029297,2.2887096405029297
5,edge1,wafer-auto,21.352384567260742,3.060722827911377
6,edge1,wafer-statis,14.650524139404297,5.702633380889893
7,edge1,wafer-cnn,33.494964599609375,16.687240600585938
8,edge0,wafer-svm,25.85230255126953,21.020132064819336
9,edge1,wafer-ensemble,6.125635623931885,6.125635623931885
