,serviceName,deviceName,latency
0,fault-losso,edge2,0.7968430602282678
1,wafer-auto,edge2,0.06976275490793252
2,wafer-statis,edge1,0.5403754973836548
3,fault-knn,edge1,0.9086900425984958
4,fault-svm,edge1,0.8426316484379119
5,fault-xgboost,edge2,0.8020869605173278
6,wafer-cnn,edge1,0.19443354916913935
7,wafer-svm,edge0,0.6133267115385518
8,fault-ensemble,edge1,1.0876194494258795
9,wafer-ensemble,cloud,0.6890122937097296
