,deviceName,microserviceName,tempLatency,finallyLatency
0,edge0,wafer-auto,17.745136260986328,17.745136260986328
1,edge2,wafer-statis,15.29668140411377,13.236414909362793
2,edge2,wafer-cnn,10.426558494567871,10.426558494567871
3,edge0,wafer-svm,6.896892070770264,6.896892070770264
4,edge1,wafer-ensemble,28.465906143188477,20.864347457885742
5,edge1,fault-losso,24.436784744262695,6.607080936431885
6,edge1,fault-knn,3.1764771938323975,1.672785997390747
7,edge1,fault-svm,2.005852699279785,1.5919063091278076
8,edge2,fault-xgboost,2.287257194519043,1.9419740438461304
9,edge1,fault-ensemble,2.9703736305236816,2.9703736305236816
