,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,0.9729591608047485,0.9171217679977417
1,edge1,wafer-statis,6.020771026611328,4.224301338195801
2,edge1,wafer-cnn,0.39112716913223267,0.40635690093040466
3,edge0,wafer-svm,1.6765445470809937,2.044301986694336
4,edge1,wafer-ensemble,4.8824357986450195,4.8824357986450195
5,edge2,fault-losso,4.915400981903076,2.3255317211151123
6,edge2,fault-knn,1.56731116771698,1.0585485696792603
7,edge2,fault-svm,1.0031116008758545,1.0031116008758545
8,edge2,fault-xgboost,0.973764955997467,0.973764955997467
9,cloud,fault-ensemble,17.049436569213867,17.049436569213867
