,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,1.3992736339569092,1.098339319229126
1,edge1,wafer-statis,9.620434761047363,7.518853664398193
2,edge1,wafer-cnn,1.6128274202346802,1.6347273588180542
3,edge0,wafer-svm,2.4174599647521973,2.936478614807129
4,edge1,wafer-ensemble,5.862300395965576,5.862300395965576
5,edge2,fault-losso,6.817881107330322,2.4324216842651367
6,edge2,fault-knn,1.0706892013549805,0.8621304035186768
7,edge2,fault-svm,0.8302115201950073,0.8302115201950073
8,edge2,fault-xgboost,0.8123676776885986,0.8123676776885986
9,cloud,fault-ensemble,24.060449600219727,24.060449600219727
