,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,12.109140396118164,11.452290534973145
1,edge1,fault-knn,8.929256439208984,14.13208293914795
2,edge2,fault-svm,8.957371711730957,13.720338821411133
3,edge2,fault-xgboost,9.292412757873535,14.046965599060059
4,edge2,fault-ensemble,2.658362865447998,2.2119836807250977
5,edge1,wafer-auto,16.61437225341797,34.6267204284668
6,edge1,wafer-statis,29.402795791625977,24.782909393310547
7,edge0,wafer-cnn,29.671039581298828,21.78206443786621
8,edge0,wafer-svm,29.172395706176758,23.044668197631836
9,edge1,wafer-ensemble,24.61515998840332,24.61515998840332
