,deviceName,microserviceName,tempLatency,finallyLatency
0,edge0,wafer-auto,14.177783966064453,14.177783966064453
1,edge2,wafer-statis,48.428218841552734,5.150758743286133
2,edge1,wafer-cnn,26.762754440307617,39.08577346801758
3,edge0,wafer-svm,19.240259170532227,20.769119262695312
4,edge1,wafer-ensemble,6.8344407081604,5.909066200256348
5,edge1,fault-losso,5.018065452575684,5.1680498123168945
6,edge2,fault-knn,7.807729721069336,5.364788055419922
7,edge1,fault-svm,8.624560356140137,11.2573881149292
8,edge2,fault-xgboost,5.417205333709717,5.597415447235107
9,edge1,fault-ensemble,2.340711832046509,2.340711832046509
