,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,11.292140007019043,14.037650108337402
1,edge0,fault-knn,2.7724900245666504,2.8848602771759033
2,edge1,fault-svm,2.9604651927948,1.2203552722930908
3,edge2,fault-xgboost,2.227029323577881,2.2333929538726807
4,edge2,fault-ensemble,3.1170921325683594,1.8732883930206299
5,edge1,wafer-auto,15.076494216918945,18.03807258605957
6,edge1,wafer-statis,20.339679718017578,21.873661041259766
7,edge1,wafer-cnn,19.4997501373291,19.4997501373291
8,edge0,wafer-svm,5.702071189880371,5.702071189880371
9,edge2,wafer-ensemble,30.543424606323242,30.543424606323242
