,serviceName,deviceName,latency
0,fault-losso,edge1,0.6066099127650247
1,wafer-auto,edge0,0.007206397654224589
2,wafer-statis,edge1,0.021874541614722014
3,fault-knn,edge1,0.6035473604542319
4,fault-svm,edge1,0.6109902027153208
5,fault-xgboost,edge2,0.6488113178071009
6,wafer-cnn,edge1,0.0027976138238828404
7,wafer-svm,edge0,0.005734846678709965
8,fault-ensemble,edge2,0.6453656622846066
9,wafer-ensemble,edge2,0.0023117481825439164
