,serviceName,deviceName,latency
0,fault-losso,edge1,0.6068398396933452
1,wafer-auto,edge0,0.007810232002335091
2,wafer-statis,edge1,0.021940963647315355
3,fault-knn,edge1,0.605080952661373
4,fault-svm,edge1,0.6113952732614079
5,fault-xgboost,edge2,0.6490790874007559
6,wafer-cnn,edge1,0.003821120432644377
7,wafer-svm,edge0,0.009336622246656842
8,fault-ensemble,edge2,0.6459183933008821
9,wafer-ensemble,edge2,0.00617311865264598
