,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,11.107226371765137,10.191081047058105
1,edge0,wafer-auto,14.791508674621582,14.791508674621582
2,edge2,wafer-statis,8.946189880371094,8.946189880371094
3,edge1,fault-knn,2.549168825149536,2.6293344497680664
4,edge1,fault-svm,2.51391863822937,2.611541986465454
5,edge2,fault-xgboost,2.4147825241088867,2.4147825241088867
6,edge1,wafer-cnn,10.868266105651855,14.074508666992188
7,edge0,wafer-svm,5.7664475440979,5.7664475440979
8,edge1,fault-ensemble,2.5926222801208496,2.6262762546539307
9,edge1,wafer-ensemble,16.47013282775879,16.47013282775879
