,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,1.8437871932983398,1.409605860710144
1,edge1,wafer-statis,13.779523849487305,10.443462371826172
2,edge1,wafer-cnn,1.6587378978729248,1.5343317985534668
3,edge0,wafer-svm,3.5600767135620117,3.805469036102295
4,edge2,wafer-ensemble,8.472219467163086,9.001090049743652
5,edge2,fault-losso,5.12561559677124,3.1591527462005615
6,edge1,fault-knn,1.0750846862792969,1.2236080169677734
7,edge2,fault-svm,1.1684136390686035,1.1684136390686035
8,edge2,fault-xgboost,1.1608457565307617,1.1608457565307617
9,cloud,fault-ensemble,31.004602432250977,31.004602432250977
