,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,3.412087917327881,2.393209934234619
1,edge2,fault-knn,5.792884826660156,4.6184234619140625
2,edge2,fault-svm,5.844984531402588,5.844984531402588
3,edge2,fault-xgboost,5.8331451416015625,5.8331451416015625
4,edge1,fault-ensemble,51.21238327026367,2.618231773376465
5,edge0,wafer-auto,13.867300033569336,13.867300033569336
6,edge1,wafer-statis,19.989906311035156,22.0042781829834
7,edge1,wafer-cnn,83.69588470458984,42.25701141357422
8,edge0,wafer-svm,38.77238082885742,33.099002838134766
9,edge1,wafer-ensemble,16.50538444519043,16.50538444519043
