,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,0.8871802091598511,0.7220213413238525
1,edge1,wafer-statis,3.5995352268218994,2.3747763633728027
2,edge1,wafer-cnn,0.5124081969261169,0.5726913213729858
3,edge0,wafer-svm,1.550131916999817,1.7129253149032593
4,edge1,wafer-ensemble,4.240550994873047,4.240550994873047
5,edge2,fault-losso,3.4313740730285645,2.350332736968994
6,edge2,fault-knn,1.4948002099990845,1.4042415618896484
7,edge2,fault-svm,1.346775770187378,1.346775770187378
8,edge2,fault-xgboost,1.3081344366073608,1.3081344366073608
9,cloud,fault-ensemble,10.318483352661133,10.318483352661133
