,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,12.109140396118164,10.750350952148438
1,edge1,wafer-auto,17.272172927856445,21.092838287353516
2,edge2,wafer-statis,13.785672187805176,13.785672187805176
3,edge1,fault-knn,11.978021621704102,20.716407775878906
4,edge1,fault-svm,15.51640796661377,20.468076705932617
5,edge2,fault-xgboost,17.70334243774414,17.70334243774414
6,edge1,wafer-cnn,21.91262435913086,22.36517333984375
7,edge0,wafer-svm,26.66707992553711,26.66707992553711
8,edge1,fault-ensemble,2.1543798446655273,2.1543798446655273
9,cloud,wafer-ensemble,25.548837661743164,25.548837661743164
