,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,4.094851493835449,0.9389916658401489
1,edge2,fault-knn,1.56731116771698,1.0585485696792603
2,edge2,fault-svm,1.0031116008758545,1.0031116008758545
3,edge2,fault-xgboost,0.973764955997467,0.973764955997467
4,edge1,fault-ensemble,17.589323043823242,2.436476707458496
5,edge1,wafer-auto,0.8629836440086365,0.9097203016281128
6,edge1,wafer-statis,4.907404899597168,5.544307708740234
7,edge1,wafer-cnn,0.3958725929260254,0.3958725929260254
8,edge0,wafer-svm,2.0424304008483887,2.0424304008483887
9,cloud,wafer-ensemble,-3.771735191345215,-3.771735191345215
