,deviceName,microserviceName,tempLatency,finallyLatency
0,edge1,wafer-auto,17.620820999145508,21.792659759521484
1,edge2,wafer-statis,20.93027687072754,15.213175773620605
2,edge0,wafer-cnn,47.09513473510742,19.143550872802734
3,edge0,wafer-svm,37.45748519897461,35.44682693481445
4,edge1,wafer-ensemble,26.253650665283203,23.968490600585938
5,edge2,fault-losso,11.847678184509277,11.847678184509277
6,edge1,fault-knn,12.139150619506836,18.995075225830078
7,edge1,fault-svm,18.13821792602539,18.221437454223633
8,edge2,fault-xgboost,17.70334243774414,17.70334243774414
9,edge1,fault-ensemble,2.320824384689331,2.320824384689331
