,deviceName,microserviceName,tempLatency,finallyLatency
0,edge0,wafer-auto,4.235345840454102,4.235345840454102
1,edge2,wafer-statis,34.312538146972656,40.32025146484375
2,edge1,wafer-cnn,32.131290435791016,7.810571670532227
3,edge0,wafer-svm,20.332931518554688,12.921466827392578
4,edge2,wafer-ensemble,8.053115844726562,13.730738639831543
5,edge1,fault-losso,36.79692459106445,3.421212673187256
6,edge1,fault-knn,-0.020323097705841064,4.067245960235596
7,edge1,fault-svm,2.3933591842651367,4.067245960235596
8,edge2,fault-xgboost,39.20306396484375,37.0967903137207
9,edge1,fault-ensemble,2.287790060043335,2.287790060043335
