,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,9.772477149963379,10.59714412689209
1,edge2,fault-knn,7.988531112670898,17.159576416015625
2,edge0,fault-svm,7.69742488861084,15.43631649017334
3,edge2,fault-xgboost,7.182382106781006,16.445903778076172
4,edge1,fault-ensemble,2.52359938621521,2.688530445098877
5,edge1,wafer-auto,17.996936798095703,21.202857971191406
6,edge1,wafer-statis,19.49768829345703,23.82313346862793
7,edge1,wafer-cnn,65.68585968017578,65.68585968017578
8,edge0,wafer-svm,53.475830078125,53.475830078125
9,edge2,wafer-ensemble,33.06230163574219,33.06230163574219
