,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,5.638422966003418,6.582691192626953
1,edge0,wafer-auto,11.678958892822266,11.678958892822266
2,edge2,wafer-statis,9.235291481018066,9.235291481018066
3,edge1,fault-knn,3.6544344425201416,4.435652732849121
4,edge1,fault-svm,3.849534511566162,4.431126594543457
5,edge2,fault-xgboost,3.449003219604492,3.449003219604492
6,edge1,wafer-cnn,11.606313705444336,11.5058012008667
7,edge0,wafer-svm,6.351848125457764,6.351848125457764
8,edge1,fault-ensemble,4.6189985275268555,2.754054546356201
9,edge1,wafer-ensemble,15.549500465393066,15.549500465393066
