,totalLatency,totalLatency
0,0.797187113006784,4.676579868793487
1,0.870826706534919,4.993116982777914
2,0.8419056214437226,4.8921089331309
3,0.8405932854857174,4.891499098141988
4,0.797187113006784,5.294479250907899
5,0.8894121831235127,5.587536203861236
6,0.8047683123743351,5.55423024892807
7,0.8405932854857174,5.496894407272339
8,0.797187113006784,5.461989363034567
9,0.8894121831235127,5.782303527990978
10,0.8419056214437226,5.7758330186208084
11,0.8405932854857174,5.784787837664286
12,0.7416532909476753,1.2969001928965251
13,0.8535002733179033,1.7272650003433228
14,0.7874418791573194,1.69872624874115
15,0.7468971912367353,1.5892836451530457
16,0.7416532909476753,1.357298461596171
17,0.8535002733179033,1.8352777163187664
18,0.7874418791573194,1.7704620520273844
19,0.7468971912367353,1.640721277395884
20,0.7416532909476753,1.2508773684501648
21,0.7957160888745305,1.4433488368988037
22,0.7482095271947404,1.3633125265439352
23,0.7468971912367353,1.2654628515243531
24,0.797187113006784,1.4836069782574972
25,0.8894121831235127,1.8102620601654051
26,0.8047683123743351,1.74478653271993
27,0.8405932854857174,1.6828168312708536
28,0.7416532909476753,1.3636635144551594
29,0.8535002733179033,1.7531489292780558
30,0.7874418791573194,1.7180724541346233
31,0.7468971912367353,1.6052121758460998
32,0.797187113006784,1.4261732260386148
33,0.870826706534919,1.7015080451965332
34,0.8419056214437226,1.6803157011667886
35,0.8405932854857174,1.6286985317866007
36,0.797187113006784,1.3612151066462201
37,0.870826706534919,1.6215632041295367
38,0.8419056214437226,1.611912683645884
39,0.8405932854857174,1.5987959067026771
40,0.797187113006784,3.3117275396982833
41,0.8894121831235127,3.6207365552584334
42,0.8419056214437226,3.597016215324402
43,0.8405932854857174,3.606889414787292
44,0.7416532909476753,40.88746333916982
45,0.8535002733179033,41.27591873804728
46,0.7874418791573194,41.271194048722585
47,0.7468971912367353,41.18185649712881
48,0.7416532909476753,1.2473341266314188
49,0.8535002733179033,1.5662325580914815
50,0.7482095271947404,1.4636171181996664
51,0.7468971912367353,1.3610583980878197
52,0.797187113006784,2.581034012635549
53,0.870826706534919,2.849626596768697
54,0.8047683123743351,2.7190731604894003
55,0.8405932854857174,2.7014349699020386
56,0.797187113006784,1.3981711506843566
57,0.870826706534919,1.6323545893033349
58,0.8419056214437226,1.6413894534111022
59,0.8405932854857174,1.5968109130859376
60,0.797187113006784,1.3710669914881388
61,0.8894121831235127,1.694879118601481
62,0.8047683123743351,1.6161254008611043
63,0.8405932854857174,1.5680058081944783
64,0.797187113006784,10.587726827462513
65,0.8894121831235127,10.899796589215596
66,0.8419056214437226,10.920905590057373
