,totalLatency
0,31.91374719540278
1,31.514565865198772
2,34.087900972366334
3,57.60275863409042
4,22.81513987382253
5,115.6117018977801
0,22.403789953390756
1,19.206811531384787
0,70.3330807685852
1,19.395665979385377
2,41.38910339275996
3,15.500670039653778
4,17.001545282204948
0,163.9585546016693
1,104.30600263675053
2,155.33561447064082
0,101.6022534608841
1,22.05041488011678
2,118.22128599484762
3,18.886092468102774
4,59.510881745815276
5,21.058475410938264
0,30.89520504872004
1,62.00315956672033
2,59.82770638465881
3,56.00494499206543
4,35.155012516180676
5,68.61398907899857
6,53.57153279383977
7,25.051737836996715
8,31.23681296110153
9,39.48643388350805
10,78.40862957636516
11,62.010245605309805
12,38.059756743907926
13,30.24411559899648
14,21.703179049491883
0,23.407129422823587
1,22.570949002106985
2,22.521693301200866
3,18.089507389068604
0,20.255905159314473
1,20.895352764924368
2,18.95597080787023
3,19.78158575296402
4,23.34760751724243
5,20.947063652674355
6,60.07348003387451
7,40.34627461036046
8,39.58625616629919
9,50.31757160822551
10,75.77062392632166
11,84.78174084424973
12,56.401433090368904
13,29.69227824608485
14,29.047974956035613
15,40.34887438615163
16,124.15783629417419
17,89.70566037495931
18,82.83047291835149
19,75.0881580511729
20,54.290644955635074
21,21.2354136745135
22,45.118930304050444
23,80.29659866491953
24,61.76568510135015
25,23.911140100161234
26,29.336278144518534
27,33.25393153031667
28,91.31464235782623
29,70.08404195706049
30,71.7033000032107
31,26.16761771440506
32,16.36748601992925
33,41.99633054335912
34,100.00533053874969
35,77.83763014872869
36,58.439735162258145
37,32.239180358250934
0,102.03719838460286
1,73.07334283987682
2,25.45875394741694
0,10.412328294912975
1,10.277438747882844
2,24.22109303077062
3,10.76583136320114
4,11.155539166927337
5,10.436264355977377
0,28.580741906166075
1,29.573143418629964
2,30.422616342703503
3,29.061106550693513
4,24.1245223681132
5,26.386101098855338
6,24.36132548650106
7,23.8866192539533
8,23.895413080851238
9,25.836287200450897
0,34.07330431938171
1,33.430643665790555
2,33.607893292109175
3,32.12987891435623
4,32.25092784166336
5,32.27867563168208
6,24.75456864039103
7,26.92492667833964
8,26.049484566847482
9,25.40867298046748
0,26.696811163425444
1,27.2936194896698
2,27.108172988891603
3,19.180435184637705
0,51.20076533555984
0,13.027471943696339
1,12.476988144715627
2,12.092370371023813
3,13.44319800933202
0,50.038693845272064
0,13.984605995814006
0,26.15190130074819
1,26.70940891504288
2,23.054356741905213
3,31.852352825800576
4,22.04468251466751
5,23.662187095483144
6,20.921903065840404
7,19.0471475481987
8,21.755385073026023
9,20.505565547943114
0,24.539403661092123
1,24.380444967746733
2,24.68521105448405
0,30.38795861800512
1,31.5615878979365
2,30.478792258103688
3,22.90105325380961
4,25.34329618612925
5,23.737195603052776
6,23.40852701663971
7,25.650210237503053
8,22.31026150782903
0,39.62956441640854
1,25.796513044834136
2,26.622610978285472
3,24.892678010463715
4,26.603413756688436
5,24.692868534723917
6,20.683850733439126
7,20.958593193689982
8,19.334001235167186
0,23.743314667542776
1,25.29806290070216
2,24.898053725560505
0,12.97507929801941
1,12.584233864148457
2,12.378245826562246
3,13.628726311524709
0,10.755513759454091
0,11.473375137646993
1,11.60919349193573
2,10.414190526803335
3,11.344572027524313
4,12.490811359882354
5,11.201443727811178
6,11.806675267219543
7,12.809557954470316
8,12.778863843282064
0,11.475729095935822
1,11.894970377286276
2,11.76374435822169
