,totalLatency
0,0.6473194043174471
1,0.6469296965008826
2,0.6491391606761794
3,0.6473194043174471
4,0.6487616753999604
5,0.6389598398544826
6,0.6428095880588335
7,0.6449119271956095
8,0.6487616753999604
9,0.6087335483937343
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6473194043174471
3,0.6487494528596149
4,0.6469296965008826
5,0.6491391606761794
6,0.6449119271956095
7,0.6487616753999604
8,0.6389598398544826
9,0.6449119271956095
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6487494528596149
3,0.6449119271956095
,totalLatency
0,0.6487494528596149
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6487494528596149
3,0.6449119271956095
,totalLatency
0,0.6487494528596149
,totalLatency
0,0.6487494528596149
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6473194043174471
3,0.6487494528596149
4,0.6469296965008826
5,0.6491391606761794
6,0.6449119271956095
7,0.6487616753999604
8,0.6389598398544826
9,0.6449119271956095
,totalLatency
0,0.6363217646947843
1,0.6870220448068292
,totalLatency
0,0.6473194043174471
1,0.6888670438360552
2,0.6487616753999604
3,0.6353084220248172
4,0.6870220448068292
5,0.686008702136862
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6888670438360552
3,0.6878537011660881
4,0.6449119271956095
5,0.686008702136862
,totalLatency
0,0.6487494528596149
1,0.6878537011660881
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6487494528596149
3,0.6449119271956095
,totalLatency
0,0.6487494528596149
,totalLatency
0,0.6469296965008826
1,0.6491391606761794
2,0.6888670438360552
3,0.6878537011660881
4,0.6449119271956095
5,0.686008702136862
,totalLatency
0,0.6487494528596149
1,0.6878537011660881
