,totalLatency
0,0.009185842812695511
1,0.009185842812695511
2,0.009185842812695511
3,0.009185842812695511
4,0.009185842812695511
5,0.009185842812695511
6,0.009185842812695511
7,0.009185842812695511
8,0.009185842812695511
0,0.009185842812695511
1,0.009185842812695511
0,0.009185842812695511
1,0.009185842812695511
2,0.009185842812695511
3,0.009185842812695511
4,0.009185842812695511
0,0.012425922065804715
1,0.012425922065804715
2,0.012425922065804715
3,0.012425922065804715
4,0.012425922065804715
0,0.008884557945292762
1,0.008884557945292762
2,0.008884557945292762
3,0.008884557945292762
4,0.008884557945292762
0,0.010341676658939852
1,0.010341676658939852
2,0.010341676658939852
3,0.010341676658939852
4,0.010341676658939852
0,0.023027943751892092
1,0.023027943751892092
2,0.023027943751892092
3,0.023027943751892092
4,0.023027943751892092
5,0.023027943751892092
6,0.023027943751892092
7,0.023027943751892092
0,0.009185842812695511
1,0.009185842812695511
2,0.009185842812695511
3,0.009185842812695511
4,0.009185842812695511
5,0.009185842812695511
0,0.009185842812695511
1,0.009185842812695511
2,0.009185842812695511
3,0.009185842812695511
4,0.009185842812695511
5,0.009185842812695511
6,0.009185842812695511
7,0.009185842812695511
8,0.009185842812695511
9,0.009185842812695511
10,0.009185842812695511
11,0.009185842812695511
12,0.009185842812695511
13,0.009185842812695511
14,0.009185842812695511
15,0.009185842812695511
0,0.010341676658939852
1,0.010341676658939852
2,0.010341676658939852
3,0.010341676658939852
4,0.010341676658939852
5,0.010341676658939852
0,0.023027943751892092
1,0.023027943751892092
2,0.023027943751892092
3,0.023027943751892092
4,0.023027943751892092
5,0.023027943751892092
6,0.023027943751892092
7,0.023027943751892092
8,0.023027943751892092
9,0.023027943751892092
10,0.023027943751892092
11,0.023027943751892092
12,0.023027943751892092
13,0.023027943751892092
14,0.023027943751892092
15,0.023027943751892092
16,0.023027943751892092
17,0.023027943751892092
18,0.023027943751892092
19,0.023027943751892092
20,0.023027943751892092
21,0.023027943751892092
22,0.023027943751892092
23,0.023027943751892092
24,0.023027943751892092
25,0.023027943751892092
26,0.023027943751892092
27,0.023027943751892092
28,0.023027943751892092
29,0.023027943751892092
30,0.023027943751892092
31,0.023027943751892092
32,0.023027943751892092
33,0.023027943751892092
34,0.023027943751892092
35,0.023027943751892092
36,0.023027943751892092
37,0.023027943751892092
0,0.012425922065804715
1,0.012425922065804715
2,0.012425922065804715
3,0.012425922065804715
0,0.012425922065804715
1,0.012425922065804715
2,0.012425922065804715
3,0.012425922065804715
4,0.012425922065804715
5,0.012425922065804715
0,0.005204517640666854
1,0.005204517640666854
2,0.005204517640666854
3,0.005204517640666854
4,0.005204517640666854
5,0.005204517640666854
6,0.005204517640666854
7,0.005204517640666854
8,0.005204517640666854
9,0.005204517640666854
0,0.006194533068459414
1,0.006194533068459414
2,0.006194533068459414
3,0.006194533068459414
4,0.006194533068459414
5,0.006194533068459414
6,0.006194533068459414
7,0.006194533068459414
8,0.006194533068459414
9,0.006194533068459414
0,0.005204517640666854
1,0.005204517640666854
2,0.005204517640666854
3,0.005204517640666854
0,0.006194533068459414
0,0.008444596893776059
1,0.008444596893776059
2,0.008444596893776059
3,0.008444596893776059
0,0.009434612321568617
0,0.008444596893776059
0,0.005086329511124636
1,0.005086329511124636
2,0.005086329511124636
3,0.005086329511124636
4,0.005086329511124636
5,0.005086329511124636
6,0.005086329511124636
7,0.005086329511124636
8,0.005086329511124636
9,0.005086329511124636
0,0.006141145713620546
1,0.006141145713620546
2,0.006141145713620546
3,0.006141145713620546
4,0.006141145713620546
5,0.006141145713620546
6,0.006141145713620546
7,0.006141145713620546
8,0.006141145713620546
9,0.006141145713620546
0,0.006603619513365632
1,0.006603619513365632
2,0.006603619513365632
3,0.006603619513365632
0,0.007528909707179643
0,0.006194533068459414
1,0.006194533068459414
2,0.006194533068459414
3,0.006194533068459414
4,0.006194533068459414
5,0.006194533068459414
6,0.006194533068459414
7,0.006194533068459414
8,0.006194533068459414
9,0.006194533068459414
0,0.005204517640666854
1,0.005204517640666854
2,0.005204517640666854
0,0.006194533068459414
1,0.006194533068459414
2,0.006194533068459414
3,0.006194533068459414
4,0.006194533068459414
5,0.006194533068459414
6,0.006194533068459414
7,0.006194533068459414
8,0.006194533068459414
0,0.006603619513365632
1,0.006603619513365632
2,0.006603619513365632
3,0.006603619513365632
4,0.006603619513365632
5,0.006603619513365632
6,0.006603619513365632
7,0.006603619513365632
8,0.006603619513365632
0,0.007528909707179643
1,0.007528909707179643
2,0.007528909707179643
0,0.008444596893776059
1,0.008444596893776059
2,0.008444596893776059
3,0.008444596893776059
0,0.009434612321568617
0,0.008444596893776059
1,0.008444596893776059
2,0.008444596893776059
3,0.008444596893776059
4,0.008444596893776059
5,0.008444596893776059
6,0.008444596893776059
7,0.008444596893776059
8,0.008444596893776059
0,0.009434612321568617
1,0.009434612321568617
2,0.009434612321568617
