,totalLatency,totalLatency
0,0.6461129733790071,2.353441196680069
1,0.6481270978471776,4.059379732608795
2,0.646275441596162,2.5753103494644165
3,0.6479646296300225,4.403781551122665
4,0.646275441596162,3.648891037702561
5,0.643379516241103,2.3144056200981145
6,0.6471973645531708,2.374453032016754
7,0.6370651956410681,2.4006243705749517
8,0.6076925645244168,2.0567611753940582
9,0.6479646296300225,2.4966019451618195
10,0.643379516241103,2.3377610206604005
11,0.6481270978471776,2.448305016756058
12,0.646275441596162,2.1697381258010866
13,0.6481270978471776,3.2671084225177767
14,0.6471973645531708,23.26200376152992
15,0.6370651956410681,2.160906034708023
16,0.6479646296300225,4.550009948015213
17,0.6461129733790071,2.1190928161144256
18,0.6481270978471776,2.312197440862656
19,0.6479646296300225,2.2947679817676545
20,0.643379516241103,2.151492440700531
21,0.6481270978471776,8.132380950450898
22,0.646275441596162,3.060428702831268
23,0.6481270978471776,11.161732113361357
24,0.646275441596162,5.909907388687134
25,0.6076925645244168,2.3278432846069337
26,0.6479646296300225,3.864743179082871
27,0.6461129733790071,2.507322281599045
28,0.6481270978471776,2.508070194721222
29,0.6479646296300225,2.6426802277565
30,0.643379516241103,3.5067777454853064
31,0.6479646296300225,3.963105022907257
32,0.6461129733790071,2.1352525472640997
33,0.6481270978471776,3.0556555688381195
34,0.646275441596162,2.1718864023685454
35,0.6479646296300225,2.423817557096481
36,0.6481270978471776,2.4526837944984434
37,0.6471973645531708,2.1962457835674285
38,0.6370651956410681,2.134548705816269
39,0.6481270978471776,7.869532829523085
40,0.646275441596162,5.448834770917894
41,0.643379516241103,2.295758467912674
42,0.6471973645531708,2.194496637582779
43,0.6408830439531359,2.294254326820373
44,0.643379516241103,2.1935465395450597
45,0.646275441596162,7.8957440793514255
46,0.6548794555980013,5.182468998432159
47,0.6418155429277257,30.661094236373906
48,0.646275441596162,4.591623848676681
49,0.6471973645531708,2.5715903878211974
50,0.6338514019877234,2.692818784713745
51,0.6348328447654072,2.6686518251895905
52,0.6530055355284594,4.235438925027848
53,0.6335604957738825,31.637784242630005
54,0.6408830439531359,2.298770105838776
55,0.6520240927507756,2.4902746796607973
56,0.6530055355284594,2.581903803348541
57,0.6398748163739174,31.553870713710786
58,0.6471973645531708,2.1759418666362764
59,0.6013810096049649,31.29222670197487
60,0.6076925645244168,2.1900242924690247
61,0.6481270978471776,6.983068507909776
62,0.6538980128203175,7.040447276830673
